,Unnamed: 0,id_artists,name_artists_df,id_tracks_df,name_tracks_df,duration_m,genre,popularity_tracks_df,release_year,popularity_artists_df,followers,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,0,74XFHRwlV6OrjEM0A2NCMF,Paramore,04BSvYghzdxjSJNpee36er,Monster - Transformers Soundtrack Version,3.34,pop,61,2011,81.0,5921571.0,200147,0.413,0.969,-2.599,0.119,2.87e-05,0.000753,0.371,0.374,164.999,4
1,1,3x621ItlHMtX7mrJ8QnEjM,HY,22aZD7yaGYfhgCYazL4nbc,366日,5.88,pop,61,2008,56.0,902389.0,352507,0.378,0.426,-7.314,0.0308,0.675,0.0,0.207,0.184,152.03,4
2,2,6oBm8HB0yfrIc9IHbxs6in,Lykke Li,39Odj4vLKRarATkCA31gaW,Possibility,5.11,pop,61,2009,72.0,1484200.0,306440,0.285,0.311,-10.012,0.032,0.768,0.00183,0.0809,0.0772,117.813,4
3,3,4IWBUUAFIplrNtaOHcJPRM,James Arthur,5hrbuCjGxws7txUEr8XDgb,Breathe,3.32,pop,61,2019,86.0,7893527.0,199067,0.74,0.452,-8.828,0.0654,0.67,0.0,0.118,0.636,115.064,4
4,4,5rScKX1Sh1U67meeUyTGwk,Michelle Branch,0kr6d8wHDQPlzuET33NVn6,All You Wanted,3.63,pop,61,2001,62.0,471001.0,217680,0.499,0.72,-9.101,0.0286,0.00466,0.00303,0.122,0.652,96.103,4
5,5,1UjxAZqzphB1tsMb1aWBj0,Omega,0OyHCmkCp2qZJ44ZKB26fX,Si Te Vas/Que Tengo Que Hacer - Original Remix,4.08,pop,61,2009,63.0,155376.0,245067,0.853,0.689,-5.364,0.0564,0.0645,2.99e-06,0.0415,0.948,125.01,4
6,6,1Y53ZUhXBydAzILo4Qa0s1,Manizha,6Dz383ZHSKzWh5ZTL7aRra,RUSSIAN WOMAN,2.95,pop,61,2021,51.0,50217.0,176878,0.89,0.701,-7.061,0.194,0.204,0.0,0.0741,0.652,102.001,4
7,7,7rEIUw67hRTgievwuKQGSj,maNga,2AlPvpsWlG7dEfhfNf9qJR,Dünyanın Sonuna Doğmuşum,4.34,pop,61,2009,65.0,1184336.0,260493,0.643,0.92,-3.16,0.0595,0.0466,0.0,0.36,0.835,137.027,4
8,8,4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,310d8Vawp5kYDYrGrrTAzl,King And Lionheart,4.56,pop,61,2012,73.0,3143531.0,273853,0.52,0.655,-6.519,0.0394,0.105,0.00384,0.124,0.29,126.593,4
9,9,5jsIYrxcANUkZQPfCdfEWe,Partenaire Particulier,0S4dVpqBLnBFj4wdB4UDMd,Partenaire Particulier,4.11,pop,61,2009,48.0,24496.0,246440,0.736,0.927,-3.487,0.0541,0.678,0.000256,0.217,0.971,156.046,4
10,10,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,61sJQh19AcTBrX7P8LWLi0,Passenger Seat (Acoustic),4.55,pop,61,2001,60.0,116563.0,273067,0.549,0.437,-8.64,0.0313,0.683,1.53e-05,0.224,0.688,153.592,4
11,11,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,2ZqTtndqAZDRAWw2vgZwQK,But It's Better If You Do,3.43,pop,61,2005,83.0,10632209.0,205752,0.467,0.848,-3.063,0.0716,0.0617,0.0,0.29,0.674,170.038,4
12,12,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,4rstj4vgkFq49R2VV0fbxX,"Build God, Then We'll Talk",3.68,pop,61,2005,83.0,10632209.0,220720,0.418,0.828,-4.132,0.0475,0.136,0.0,0.336,0.448,124.783,4
13,13,5RK6c1tyaKpwcDpbgCGNgj,El Canto Del Loco,0iASz3FoYYtX1SL1iQra8r,Aunque Tu No Lo Sepas,3.27,pop,61,2009,68.0,708395.0,196240,0.739,0.68,-5.46,0.0268,0.0107,0.000268,0.121,0.623,99.988,4
14,14,3tmE8j9TJXZ7k1IlXIk4sY,ФОГЕЛЬ,0dJaravwFK2NGJfu9scOPe,ДУРАКАМ ВЕЗЁТ,2.31,pop,61,2021,55.0,169984.0,138597,0.821,0.376,-8.373,0.382,0.213,1.91e-06,0.0688,0.291,171.059,4
15,15,1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,2QsgPaELC6ReFiKqNii8E4,Glamorama,3.19,pop,61,2016,74.0,394299.0,191160,0.683,0.623,-5.859,0.0703,0.256,0.0,0.113,0.495,154.058,4
16,16,6wdvERzX4CUCOXu6hSS95x,Natalia Kills,1OBrEfDbOdV0v0L0iiOu8h,Devils Don't Fly,4.63,pop,61,2013,56.0,321533.0,277867,0.606,0.663,-6.175,0.042,0.237,0.000194,0.139,0.201,85.967,4
17,17,0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,34N4miRYCGQwmQEXoCiuuL,Another Story,4.57,pop,61,2013,70.0,908752.0,274200,0.262,0.443,-10.109,0.0304,0.545,0.148,0.272,0.114,85.765,4
18,18,5C4PDR4LnhZTbVnKWXuDKD,Morat,5H7E0UH2F8drwjoz9ufPQm,Mi Nuevo Vicio,3.96,pop,61,2016,81.0,4160248.0,237360,0.665,0.804,-4.908,0.0343,0.277,0.0,0.182,0.889,143.956,4
19,19,3SN7I8KV2qBwTCZ4aNDcbS,Jessi Uribe,0bID0lGh8aR5jc6PkiyPUN,Matemos las Ganas,3.04,pop,61,2016,66.0,894058.0,182166,0.898,0.561,-3.71,0.044,0.476,0.0,0.0434,0.917,120.016,4
20,20,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,471JGLzHPrgM4lS9mNOEIt,Rock N Roll,3.44,pop,61,2013,80.0,7105293.0,206680,0.465,0.956,-3.34,0.128,0.00963,0.000101,0.335,0.665,184.126,4
21,21,6YBgd2LKccEB3pX6UaW1Yp,Thegiornalisti,7sh95K3HXkne9mVYDOIRWs,Completamente,3.61,pop,61,2016,61.0,999658.0,216387,0.547,0.888,-5.524,0.0517,0.00962,9.75e-06,0.187,0.275,108.085,4
22,22,1lMEWvvUlwzQ5OKB4w1HTn,Perdenin Ardındakiler,5tstMACoZsyMePtRxlIXsR,Yarınlar Var,3.26,pop,61,2021,69.0,367222.0,195828,0.521,0.438,-7.994,0.0263,0.548,0.00255,0.259,0.165,140.013,4
23,23,7D62OQfwvslnxJn9DkZm2F,Pole.,1sSKIA9qifJjsesayU4vLb,Cuéntame,3.51,pop,61,2021,65.0,88446.0,210884,0.789,0.709,-6.785,0.0427,0.522,0.0,0.11,0.515,140.007,4
24,24,5wx70QuZtxRUIIYek3RSaV,Carolina Ross,4hl4QsudusiDu4IMnoOmGl,En Peligro de Extinción,3.62,pop,61,2018,65.0,295175.0,217478,0.647,0.13,-12.019,0.0402,0.88,0.0,0.09,0.284,122.015,4
25,25,2oSONSC9zQ4UonDKnLqksx,Atif Aslam,17opN752ZQpNuoptelsNQ1,Pehli Nazar Mein,5.21,pop,61,2008,74.0,3829676.0,312893,0.488,0.57,-5.602,0.0775,0.251,0.0,0.107,0.668,169.702,4
26,26,2gUMs9PE8XZVQyzCDqaYmW,High School Musical Cast,3RuXekS5criwismaaj87iF,A Night to Remember - Original Version,3.94,pop,61,2008,68.0,1208627.0,236400,0.798,0.904,-3.316,0.0476,0.0747,6.62e-06,0.0522,0.966,135.008,4
27,27,3O6DpqAKwn7L1KS9s9x0w5,GAMMAL,5YRJOxZXylWKfFYjvh2mgr,Hoppas det är bra,2.63,pop,61,2021,54.0,11270.0,157806,0.448,0.492,-6.834,0.0377,0.697,0.0,0.0998,0.572,66.158,5
28,28,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,0VQ3GSPdl4njPOr3lyaoaD,Dancing With The Devil,4.07,pop,61,2021,89.0,19543911.0,243992,0.413,0.64,-5.811,0.0427,0.273,0.0,0.11,0.149,75.245,4
29,29,7aRC4L63dBn3CiLDuWaLSI,G.E.M.,6xGMrc6adNDrMeOnBG0zxI,平行世界,4.12,pop,61,2021,69.0,1453780.0,247067,0.275,0.54,-7.951,0.067,0.0851,0.0,0.099,0.118,217.403,4
30,30,4tz3iHSl8lR9ry1BOiF0N8,井朧,1uLVyBNEhtxsPZQpj7XcZW,丟了你,4.63,pop,61,2021,52.0,4952.0,277612,0.598,0.489,-8.754,0.0349,0.487,0.0,0.295,0.327,122.072,4
31,31,1qAOsY7jv9GFTv4HoVof5P,Three Man Down,0FQuyJ6MTsvGcXQur2EPgk,เดาไม่เก่ง,3.1,pop,61,2021,65.0,390261.0,186156,0.562,0.825,-5.59,0.0418,0.119,0.0,0.106,0.569,95.969,4
32,32,6hJoakJWJIDyWnYujjhhR6,LUSS,6tkhy9Be0jO98dyeJtlX8s,หยอก หยอก,2.99,pop,61,2021,54.0,5438.0,179375,0.877,0.695,-7.009,0.124,0.52,0.000231,0.0935,0.603,112.059,4
33,33,1IO0GVa1xjkFMXsg66FiE9,Lumidee,1AjQE5MtP5jHQMyDepbvLI,"Never Leave You (Uh Oooh, Uh Oooh)",3.08,pop,61,2003,53.0,67244.0,184907,0.811,0.657,-6.197,0.362,0.0391,0.712,0.0798,0.777,199.958,4
34,34,4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,6UgkB0xM45TR3Zjqm3GQ6T,LET'S NOT FALL IN LOVE,3.53,pop,61,2016,70.0,4342889.0,211927,0.68,0.846,-4.217,0.0498,0.103,0.0,0.115,0.659,124.984,4
35,35,1ZrBGJWLL8NiAjgNifCy90,Smith & Thell,40xnNb4VYbAB0CJUVth89G,Hotel Walls,3.44,pop,61,2021,66.0,60404.0,206493,0.524,0.705,-8.248,0.048,0.00955,1.49e-06,0.0921,0.287,141.902,4
36,36,2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,4.13,pop,61,2016,68.0,722496.0,247840,0.417,0.595,-7.84,0.0396,0.158,0.000269,0.101,0.117,147.928,4
37,37,11hIqBsGRPztdjBHCSLClX,Daniel Bedingfield,7HhKuJbtiNbZsEDLNQvOnH,If You're Not The One,4.29,pop,61,2002,58.0,128730.0,257307,0.687,0.537,-7.631,0.0294,0.566,0.0,0.107,0.265,120.03,4
38,38,0MlOPi3zIDMVrfA9R04Fe3,American Authors,4KSQ9el0QgTKKie5oCtKLe,Pocket Full Of Gold,3.0,pop,61,2016,72.0,1204541.0,180213,0.608,0.945,-3.858,0.0483,0.00433,0.0,0.0773,0.682,115.933,4
39,39,1JV4iC1UhplRE8RFr8Q9n9,Paradis,3AVyKOmMgvRjsC576xWw78,Toi Et Moi,3.68,pop,61,2016,56.0,114032.0,220853,0.703,0.76,-7.308,0.0635,0.00412,0.761,0.111,0.608,113.01,4
40,40,224CDJhbm230iSo9ZomTWe,Max Giesinger,4EB11zPPq3jDbhnwWpzFL9,80 Millionen,3.62,pop,61,2016,63.0,701755.0,217040,0.553,0.68,-8.297,0.0526,0.0751,0.000119,0.309,0.57,114.949,4
41,41,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,51DZ0wUocQ8sQfjnibXVcD,Unbelievers,3.38,pop,61,2013,73.0,1711020.0,202667,0.644,0.811,-7.774,0.0517,0.149,0.000473,0.17,0.817,154.909,4
42,42,1aMt4A5jrQHxDYyC7rXgV0,Pol Granch,4c2sHVImDKV0sZ87mXPoi8,No Pegamos,2.76,pop,61,2021,62.0,95399.0,165680,0.839,0.624,-5.098,0.226,0.0905,7.45e-06,0.118,0.783,109.992,4
43,43,1WgXqy2Dd70QQOU7Ay074N,AURORA,21HfUACOv1lgBiYocruoW8,Half The World Away,3.3,pop,61,2016,79.0,1308128.0,198133,0.62,0.11,-13.704,0.0416,0.949,6.28e-06,0.16,0.211,111.362,4
44,44,2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,5C0wi5U4l0YUv7yIKe2TEe,O Nosso Santo Bateu - Na Praia / Ao Vivo,3.12,pop,61,2016,79.0,8613017.0,187133,0.479,0.736,-4.581,0.127,0.22,0.0,0.731,0.405,141.89,4
45,45,1lfD2lvoDctsMr6grjYOb5,Ece Seçkin,71fiixA1WwIZUGJthMMvV9,Yastık,2.96,pop,61,2021,54.0,751824.0,177810,0.781,0.61,-6.623,0.0351,0.196,0.0,0.13,0.252,136.945,3
46,46,0PhqM7UAxtvWYi5j4MwxSl,Dolu Kadehi Ters Tut,3RojH1cvKfidA8bYUgCVOZ,Karanlık,3.82,pop,61,2019,71.0,938058.0,229090,0.491,0.678,-10.106,0.26,0.841,0.00146,0.261,0.185,180.009,4
47,47,7xNPROyVfkH4mcIxxCxySm,Junior Senior,4jacsL77ZYnpInmTtUBaJW,Move Your Feet,3.03,pop,61,2003,57.0,50470.0,181907,0.755,0.895,-2.619,0.0883,0.0507,0.0737,0.222,0.844,118.871,4
48,48,06lnOkY99sXVW44Y0M4BDP,Vitão,6i9ToXS6CAfjpp8veBklg1,Café,3.17,pop,61,2019,69.0,1023059.0,190435,0.776,0.5,-4.788,0.0979,0.0537,0.0,0.344,0.491,92.027,4
49,49,1VBflYyxBhnDc9uVib98rw,Icona Pop,15iosIuxC3C53BgsM5Uggs,All Night,3.12,pop,61,2013,71.0,663585.0,187027,0.6,0.905,-3.41,0.0357,0.00274,0.0,0.831,0.636,124.032,4
50,50,4fbvNLpGvqBWKt7pVGzdV8,Shirley Chen,6ZoJngyuPof3KsFhFKA5P5,绿色,4.49,pop,61,2019,54.0,88895.0,269591,0.703,0.56,-5.568,0.0297,0.389,0.0,0.9,0.392,121.969,4
51,51,1nYAWraDzyys1GsAfqzj7q,MEG,0IuNtRWLdLOgFzIBWSHiOX,Bağışla,3.1,pop,61,2021,57.0,99264.0,186000,0.488,0.448,-8.774,0.247,0.454,0.0,0.155,0.777,83.412,4
52,52,0PhqM7UAxtvWYi5j4MwxSl,Dolu Kadehi Ters Tut,3eEyiIyMbK14HYEjCGbFiF,Yoksun,2.61,pop,61,2021,71.0,938058.0,156706,0.499,0.602,-11.256,0.0429,0.0217,6.83e-06,0.336,0.559,170.019,4
53,53,7n2Ycct7Beij7Dj7meI4X0,TWICE,5COO2JgOmHIJ2jsXFwflz8,Breakthrough,3.63,pop,61,2019,83.0,8676701.0,217651,0.868,0.728,-3.338,0.11,0.0439,0.0,0.0975,0.616,112.006,4
54,54,7o7doCwqft91WC690aglWC,Sanam,1ccZZf0IQi5y0bHMl2aGDF,Gulabi Aankhen,3.3,pop,61,2019,60.0,235163.0,197760,0.636,0.647,-6.97,0.0436,0.422,0.0,0.251,0.44,105.914,4
55,55,4rdSHzO4enUlVxdQeHPGTp,Rachel Liang,5Gip2UwE4f8L4MQWsvcvfA,那女孩對我說,4.48,pop,61,2019,52.0,82172.0,268875,0.547,0.496,-7.964,0.0251,0.399,0.0,0.0816,0.227,79.971,4
56,56,2FxIS6uj3aDXwHBU1Y2mBW,Yasir Miy,1g1fq0IYdtfa3yvJEq7NV7,Gidiyor Musun ?,3.72,pop,61,2019,55.0,44448.0,222965,0.327,0.293,-12.761,0.03,0.878,3.02e-05,0.112,0.229,79.785,4
57,57,6cMRDBCHMYjyCH2D0s6uzr,Chih Siou,4YxVgJAkGsUnqLvEzjz8Ry,正想著你呢,3.42,pop,61,2019,54.0,37665.0,205371,0.38,0.245,-10.364,0.0281,0.783,3.01e-05,0.183,0.362,168.167,4
58,58,3whuHq0yGx60atvA2RCVRW,Olly Murs,6n2QOmyioHfAqwwAh5xZHK,That Girl,2.95,pop,61,2016,71.0,2954220.0,176747,0.567,0.771,-4.532,0.0409,0.0125,0.0,0.353,0.59,178.065,4
59,59,5PjekOABtfU2Kwo0AHVmci,Guy Sebastian,59zWQR2wQnSlkG4xTTwY9d,Choir,2.86,pop,61,2019,66.0,391229.0,171437,0.653,0.709,-3.19,0.0656,0.0707,0.0,0.0878,0.671,87.01,4
60,60,2h1EEQ0lD01lPKDRGisvL4,Tuğkan,6NgVDh6W5vwP3Xfxfw5Ak6,Aşkın Kanunu,3.67,pop,61,2019,69.0,874932.0,220160,0.596,0.418,-9.161,0.0406,0.705,0.0042,0.17,0.17,136.005,4
61,61,3Nrfpe0tUJi4K4DXYWgMUX,BTS,3p5PbT7QMSQpTG5X1qUqk1,Love Is Not Over (Full Length Edition),3.69,pop,61,2016,96.0,31623813.0,221620,0.462,0.577,-5.089,0.0846,0.124,0.0,0.127,0.278,102.972,4
62,62,7lbSsjYACZHn1MSDXPxNF2,Hikaru Utada,2TQsZUVhevVTtNUil5JoJv,桜流し,4.68,pop,61,2016,72.0,1931541.0,280760,0.305,0.252,-10.814,0.0301,0.842,0.00079,0.0686,0.355,98.395,4
63,63,6kf7koRM31Dgsj2WbByZpB,Ersay Üner,6agJnTIPA0N78fvx5lU3u5,Seni Soruyorlar,3.19,pop,61,2021,54.0,359362.0,191100,0.732,0.803,-5.579,0.0949,0.208,0.0,0.175,0.722,111.024,4
64,64,757epCpvbpqyBoMMzbIC3g,JC 陳詠桐,35fpQiijFocukVyzHCjhCn,說散就散,3.84,pop,61,2019,52.0,40621.0,230571,0.488,0.629,-6.804,0.129,0.551,0.0,0.229,0.371,139.812,4
65,65,3w6zswp5THsSKYLICUbDTZ,Gabrielle Aplin,2PIlBukQ6limukVR8Ubb5o,Please Don't Say You Love Me,3.02,pop,61,2013,68.0,606377.0,181400,0.479,0.541,-9.862,0.0545,0.737,0.0,0.108,0.321,85.994,4
66,66,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,7cbZIBLhfD9taMBgEsIhIp,THANKS,3.55,pop,61,2018,76.0,5087427.0,213072,0.513,0.867,-3.729,0.0632,0.0631,0.0,0.34,0.536,149.967,4
67,67,1ackd5XprZEkH3McKbQD51,Juan Magán,6sHBvzRsuGunQTfCk18KXi,Bailando por Ahi,3.01,pop,61,2012,75.0,1564287.0,180453,0.73,0.732,-5.167,0.051,0.0427,2.22e-06,0.262,0.974,129.974,4
68,68,053q0ukIDRgzwTr4vNSwab,Grimes,0yljUudXzjVcGEoYmLB17X,Genesis,4.26,pop,61,2012,73.0,1356895.0,255320,0.611,0.677,-6.745,0.034,0.0764,0.0698,0.241,0.233,166.04,4
69,69,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,2pmtavvgqZN52EePYxutgk,Your Body,4.0,pop,61,2012,82.0,6040252.0,239853,0.593,0.781,-5.291,0.0545,0.000724,0.0,0.225,0.565,103.025,4
70,70,5ZqnEfVdEGmoPxtELhN7ai,Estopa,6pWeJvzpQR1ihiUSJklOzD,Paseo,3.61,pop,61,2005,72.0,1250334.0,216440,0.726,0.55,-9.676,0.0445,0.432,0.0,0.155,0.84,102.021,4
71,71,2Q3eZMfDQgT8MhPowKFXYO,t.A.T.u.,3PRGcLvFKBGcG5LMer7rn7,All About Us,3.02,pop,61,2005,66.0,553353.0,180930,0.492,0.888,-4.631,0.0343,0.426,2.56e-06,0.316,0.793,162.137,4
72,72,0dlOr0VIysztGWvU1dpjmP,Natalie Imbruglia,1iPvdHIQQSNJ4iRm92Bcbx,Torn - Acoustic MTV Unplugged,3.11,pop,61,2001,66.0,662681.0,186400,0.53,0.472,-8.404,0.0453,0.717,0.0,0.109,0.496,93.739,4
73,73,3SrFQDUN5DXQDZc3kygriW,Yüksek Sadakat,3Ybp2oGEbdToSuFQtABbyE,Belki Üstümüzden Bir Kuş Geçer,4.49,pop,61,2005,59.0,667518.0,269507,0.518,0.676,-5.382,0.0272,0.168,1.24e-06,0.436,0.6,100.056,4
74,74,1NU9Em6e8dDo36Js6nEo3t,A Rocket To The Moon,2mUCD9Bx2IOFFrVtEH3tyg,Somebody out There,3.49,pop,61,2013,57.0,358804.0,209227,0.405,0.409,-7.149,0.0305,0.343,0.0,0.197,0.233,119.954,3
75,75,0wRzWf3I4lUl9hdFF5uL0m,Sukima Switch,3Ztjw8utVpcrzms1RrsJvR,全力少年,4.55,pop,61,2005,60.0,751749.0,272747,0.639,0.79,-4.156,0.0263,0.25,0.0,0.299,0.733,133.948,4
76,76,4ze1UwMqtSlhTgnyk8LrW3,Flatsound,0nO25NiPrKX64oy7lz5ZaJ,I Exist I Exist I Exist,5.24,pop,61,2009,58.0,147560.0,314500,0.445,0.157,-18.2,0.0385,0.35,0.761,0.153,0.121,118.511,4
77,77,0TnOYISbd1XYRBk9myaseg,Pitbull,6a8GbQIlV8HBUW3c6Uk9PH,I Know You Want Me (Calle Ocho),3.95,pop,61,2009,86.0,8359480.0,237120,0.825,0.743,-5.995,0.149,0.0142,2.12e-05,0.237,0.8,127.045,4
78,78,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,1258tSoXDDa43uqT75r5N0,Because of You,3.67,pop,61,2012,78.0,7566980.0,220373,0.583,0.58,-5.395,0.0319,0.243,0.0,0.198,0.119,139.82,4
79,79,16s0YTFcyjP4kgFwt7ktrY,Mayday,0IAgufC1FlOg1nZMmRZxRr,突然好想你,4.43,pop,61,2008,66.0,937156.0,265867,0.462,0.465,-6.485,0.0262,0.226,7.7e-06,0.196,0.409,140.112,4
80,80,6p5JxpTc7USNnBnLzctyd4,Phillip Phillips,1J6bub4kiTe4h0RCo9IszE,Home,3.5,pop,61,2012,65.0,863513.0,210173,0.606,0.826,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,4
81,81,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,0inMKhbKWOTDA9UBUAKoU6,Natalie,3.75,pop,61,2012,93.0,29899101.0,225027,0.76,0.733,-6.704,0.0504,0.15,0.0,0.0647,0.611,111.975,4
82,82,2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile,0pegFWSUOTiG0sLVEfxtvA,Heart's Content,3.58,pop,61,2012,69.0,490444.0,214667,0.564,0.209,-8.922,0.0317,0.724,3.99e-05,0.107,0.402,109.024,4
83,83,396Jr76018oUMR6QBnqT8T,Cesare Cremonini,3qtuOAI0YyfoBM1s7Tvm46,La Nuova Stella Di Broadway,4.46,pop,61,2012,61.0,743209.0,267747,0.473,0.566,-7.984,0.0342,0.657,3.49e-05,0.0908,0.296,139.879,4
84,84,1hioeMAsVwJ3bvcb9lxBpB,D'MASIV,3wQdQDB79EOuriyuo7fGnx,Pergilah Kasih,4.13,pop,61,2012,59.0,453893.0,247640,0.543,0.617,-8.208,0.0261,0.336,2.89e-05,0.37,0.445,135.942,4
85,85,4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,26JeAi8xsSvLRoNsl9B8Js,FANTASTIC BABY - Japanese ver.,3.86,pop,61,2012,70.0,4342889.0,231627,0.723,0.828,-3.498,0.0729,0.00455,0.0,0.0405,0.433,130.01,4
86,86,46zuW8tHxwahYn7VNMgYTa,Yalın,1jhnbRVTmRJjnRhabesRqn,Küçücüğüm,3.83,pop,61,2005,66.0,761101.0,229512,0.67,0.807,-6.305,0.0558,0.127,0.0,0.138,0.901,86.035,4
87,87,2PFG7Z9o7dUTCCVAuzZYJS,Grupo Play,4AN9FuUhpHnaiVw8ZsLu2V,Llora me llama,3.2,pop,61,2012,54.0,84798.0,192187,0.712,0.783,-2.525,0.0335,0.356,0.0,0.109,0.845,98.049,4
88,88,7sfgqEdoeBTjd8lQsPT3Cy,Emeli Sandé,3vjQt1znaFEnX3PBXsgtVc,Next To Me,3.28,pop,61,2012,70.0,2025484.0,196747,0.664,0.799,-5.121,0.0368,0.0932,0.000108,0.105,0.35,94.991,4
89,89,5nkYRuiIHg2xXHFC8bfosJ,ItaloBrothers,6h7otZE1lZfWkynZKUcCqq,My Life Is a Party - Radio Edit,3.21,pop,61,2012,69.0,370054.0,192751,0.605,0.924,-5.358,0.408,0.0429,0.0,0.0743,0.197,150.037,4
90,90,360IAlyVv4PCEVjgyMZrxK,Miguel,5ctk3VJoHoURSiwkCJn2bf,How Many Drinks?,4.55,pop,61,2012,82.0,3367080.0,272987,0.379,0.608,-7.011,0.134,0.00311,0.000614,0.248,0.241,81.822,4
91,91,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,3uUCgL0cbSd0isnqhHCm1f,Off To The Races,5.0,pop,61,2012,89.0,12750166.0,299934,0.399,0.721,-5.562,0.0523,0.0621,0.00282,0.278,0.113,160.125,4
92,92,13saZpZnCDWOI9D4IJhp1f,Lily Allen,4XE98WRGbBGRZ7jQ9wIwFt,Fuck You,3.66,pop,61,2008,72.0,1701603.0,219893,0.775,0.904,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009,4
93,93,7f4ignuCJhLXfZ9giKT7rH,NCT 127,5hHlmrSV6d9LFMsDA1lamE,소방차 Fire Truck,2.98,pop,61,2016,76.0,3892609.0,178565,0.724,0.976,-3.279,0.0602,0.116,1.3e-05,0.352,0.626,110.006,4
94,94,1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,5ksoJlQJtduEkwQTo7UN7X,Cowboys and Angels,3.8,country,61,2012,71.0,1580428.0,227720,0.355,0.55,-5.772,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,4
95,95,66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,2yhhcHTfvLC0HzSajGYL0h,Kerosene,3.1,country,61,2005,75.0,2694942.0,185800,0.628,0.92,-3.252,0.0287,0.00687,5.34e-05,0.337,0.808,126.998,4
96,96,37W8SKV5Vc8lcGtdyWCA5m,Gary Allan,6s3dgEQgen7G85NtYUTEbD,Every Storm (Runs Out Of Rain),3.76,country,61,2013,62.0,806916.0,225640,0.525,0.693,-6.972,0.0327,0.046,9.55e-06,0.247,0.363,107.012,4
97,97,14V8ZRhL66NIzXAmYtQ8Vj,Kolton Moore & the Clever Few,5gCBDJVkU7XHkh4b9i43hn,Mine All Mine,3.03,country,61,2012,54.0,18618.0,181560,0.534,0.336,-10.038,0.0286,0.56,0.0,0.0956,0.354,149.671,4
98,98,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,6aPc6SSWgTsiXrrUpJCPlj,I Drive Your Truck,3.91,country,61,2012,75.0,1492956.0,234840,0.51,0.649,-6.215,0.0348,0.0978,0.00206,0.119,0.118,141.963,4
99,99,03a5eVjzFyQlR4XyVSwt4t,Love and Theft,63w0QA1wiV7QhF9jeiHETF,Angel Eyes,3.11,country,61,2012,51.0,306315.0,186627,0.656,0.696,-5.917,0.0261,0.0134,0.0,0.0753,0.966,108.015,4
100,100,0EhgpjUqiIIQhM6ZRF4kXX,Pat Green,7rS87NoPWbAkVURdVFbGH9,Wave on Wave,4.07,country,61,2003,54.0,107768.0,244373,0.671,0.755,-5.274,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,4
101,101,6PjV05LlULv9XmFu7HeAia,Wheeler Walker Jr.,0imfNymwLWKyhLBlBZYg53,Drop 'Em Out,1.57,country,61,2016,61.0,209743.0,94293,0.691,0.588,-7.96,0.101,0.178,0.0,0.0832,0.972,95.649,4
102,102,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,3grPZ1iQg2tEdh0ZCh3HTt,Stay,3.32,country,61,2012,83.0,4273292.0,199320,0.494,0.936,-2.989,0.0418,0.0744,0.0,0.148,0.582,141.939,4
103,103,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,76pllrWpfiCoLGhijQBYhO,You Are My Sunshine,3.28,country,61,2003,79.0,4615328.0,196733,0.421,0.257,-15.478,0.0893,0.842,1.07e-06,0.529,0.56,89.787,4
104,104,2qc41rNTtdLK0tV3mJn2Pm,Ryan Adams,4siFdX3QLfjtzg1HHgCPW7,Wonderwall,4.14,country,61,2004,61.0,513430.0,248280,0.321,0.22,-12.608,0.0352,0.828,0.00398,0.0873,0.301,157.037,4
