,Unnamed: 0,id_artists,name_artists_df,id_tracks_df,name_tracks_df,duration_m,genre,popularity_tracks_df,release_year,popularity_artists_df,followers,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4298,4298,4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,5kOBEsqVNwi4udPRbagNIV,Time After Time,2.84,pop,66,2016,69.0,950600.0,170217,0.628,0.248,-13.304,0.032,0.814,0.0602,0.111,0.646,125.298,4
4299,4299,4ywf1iH1ruKEcfpCgfJvyA,Artik & Asti,0Nm9hFm8QVt83zi4FJQ0Qu,Истеричка,3.69,pop,66,2021,65.0,946266.0,221695,0.785,0.747,-5.317,0.165,0.242,0.0,0.518,0.485,117.999,4
4300,4300,5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,3QTDzwSkRW04FVPo6COm0H,You're Such A,3.61,pop,66,2016,78.0,6686673.0,216333,0.62,0.696,-6.323,0.0997,0.00798,1e-06,0.113,0.705,176.028,4
4301,4301,6jJ0s89eD6GaHleKKya26X,Katy Perry,4z8ssgZfs5TzKiO8HaGWXO,E.T.,3.44,pop,66,2012,87.0,18021998.0,206373,0.603,0.872,-5.404,0.0792,0.0213,0.0,0.366,0.691,150.104,4
4302,4302,06HL4z0CvFAxyc27GXpf02,Taylor Swift,7F5oktn5YOsR9eR5YsFtqb,New Year's Day,3.92,pop,66,2017,98.0,38869193.0,235467,0.661,0.151,-12.864,0.0354,0.921,0.0,0.13,0.23,94.922,4
4303,4303,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,3NgCzSW98SsqBdpYcnm4kv,I Have Questions,3.7,pop,66,2017,85.0,21080479.0,221881,0.393,0.555,-6.096,0.276,0.405,0.0,0.105,0.22,167.999,4
4304,4304,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,0YGzausz5cMhQDiJj1RQuv,Ben De Yoluma Giderim,3.35,pop,66,2020,73.0,4434582.0,200871,0.65,0.315,-8.954,0.0463,0.839,0.0,0.0919,0.278,137.932,4
4305,4305,7rEIUw67hRTgievwuKQGSj,maNga,03INrUW4VCJpDXKQzNEaKS,Cevapsız Sorular,4.53,pop,66,2009,65.0,1184336.0,272040,0.465,0.696,-4.517,0.0294,0.103,0.0,0.104,0.447,187.976,4
4306,4306,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,5XRHGXut00SrJUFmcn2lQF,All The Right Moves,3.97,pop,66,2009,84.0,11636620.0,238000,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,4
4307,4307,7nU4hB040gTmHm45YYMvqc,Hannah Montana,12wSL3tGk3MtbDEhfG7xy3,You'll Always Find Your Way Back Home,3.74,pop,66,2009,69.0,3334448.0,224187,0.577,0.906,-3.673,0.0583,0.0304,0.0,0.189,0.692,152.946,4
4308,4308,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2Iib2MV3ECFJAourgP9dlY,La Isla Bonita,4.05,pop,66,2009,80.0,4965982.0,242947,0.708,0.832,-4.736,0.0362,0.392,1.33e-06,0.0561,0.968,99.953,4
4309,4309,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,1YaVmBh7EAeR54FIjuFcb5,Naturally,3.38,pop,66,2009,71.0,6398084.0,202587,0.605,0.902,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,4
4310,4310,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,0ClPIeT6MSgfSgQ9ZrJbAq,Cheating on You,3.28,pop,66,2019,82.0,12846333.0,196607,0.749,0.535,-6.785,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,4
4311,4311,6OiHleP2bHM18dXq4aZQWt,The Coral,6ebxt3Iylxe0GcEuUGlIvb,Dreaming of You,2.35,pop,66,2002,57.0,198157.0,141000,0.441,0.684,-7.495,0.031,0.374,0.000848,0.108,0.971,199.001,4
4312,4312,26dSoYclwsYLMAKD3tpOr4,Britney Spears,6pymOcrCnMuCWdgGVTvUgP,3,3.55,pop,66,2009,84.0,8877968.0,213173,0.697,0.709,-1.917,0.0455,0.0452,0.0,0.138,0.787,134.91,4
4313,4313,21aa4pj9BvbFB2iT8kRpnq,Michael Schulte,3rAyyKRZMj6b77vebFgxKd,Back to the Start,3.23,pop,66,2019,69.0,215970.0,193846,0.659,0.829,-3.968,0.0555,0.692,0.0,0.108,0.515,130.008,4
4314,4314,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,4h8Pmw3RELdsanPjssyJoB,Push My Luck,3.03,pop,66,2019,85.0,17734996.0,181853,0.563,0.645,-6.422,0.0428,0.293,0.0,0.202,0.523,89.976,4
4315,4315,4UK2Lzi6fBfUi9rpDt6cik,ヨルシカ,5j7ixaLeGTGSv4DzKs0pCM,だから僕は音楽を辞めた,4.05,pop,66,2019,72.0,1166512.0,242913,0.65,0.88,-5.326,0.0283,0.36,0.00369,0.23,0.921,124.985,4
4316,4316,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,7uYIX9O9DY6l1D3HiwHR1J,Freaking Me Out,3.21,pop,66,2019,86.0,3284229.0,192456,0.429,0.553,-4.838,0.0668,0.458,0.0,0.0766,0.381,97.954,4
4317,4317,7bmYpVgQub656uNTu6qGNQ,Hwa Sa,6qyz1KOlGJsKYJ4ZsRmRSD,TWIT,3.18,pop,66,2019,68.0,1574224.0,190786,0.679,0.813,-3.367,0.199,0.122,2.83e-06,0.263,0.584,136.067,4
4318,4318,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,3tSuRiNgJmMqmYR23dCqnR,I Hate This Part,3.64,pop,66,2008,74.0,4223696.0,218400,0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,4
4319,4319,0TJB3EE2efClsYIDQ8V2Jk,Elbow,1OZSVl0JJ1MBzibpuhmmXb,One Day Like This,6.57,pop,66,2008,60.0,418990.0,394173,0.425,0.651,-6.131,0.0287,0.105,0.0,0.138,0.366,159.363,4
4320,4320,40FzPNKgu0k9VMvvidiKCl,Los Hermanos Rosario,2IwFxwCDCoNY8xN6hNZI8n,La Dueña Del Swing,4.32,pop,66,2009,56.0,175063.0,259013,0.746,0.919,-6.605,0.065,0.483,3.29e-05,0.149,0.805,154.996,4
4321,4321,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,3rMsX63C0IZVnOT5LGYoTH,Russian Roulette,3.79,pop,66,2009,92.0,42244011.0,227533,0.48,0.486,-5.754,0.0447,0.046,0.0,0.107,0.265,80.051,4
4322,4322,7jEEE187pVG6InOxn03oA5,Benjamin Ingrosso,1I7arMzqZe0nxd9TfkG0Dt,All Night Long (All Night) - Recorded at Spotify Studios Stockholm,3.14,pop,66,2019,67.0,115478.0,188166,0.649,0.718,-7.101,0.0506,0.0106,0.000198,0.117,0.715,112.049,4
4323,4323,6lB8vOoI4DRrrVxXwuV19c,Mike Perry,2aXA9aQfrqaOi1Wy3NfSZI,One Life,3.41,pop,66,2019,70.0,1138693.0,204591,0.653,0.757,-3.642,0.0555,0.0997,0.0,0.242,0.233,128.015,4
4324,4324,2Z0lRIqr997lIUiPtrpKCr,Matheus & Kauan,600Byp0tUwr2aDLm361rG1,Então Toma - Ao Vivo,2.69,pop,66,2020,79.0,8613017.0,161503,0.648,0.817,-7.449,0.103,0.546,0.0,0.41,0.765,145.887,4
4325,4325,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,5kyd6oKvKmj6mWCaAaHoN4,Privacy,3.68,pop,66,2017,90.0,13493933.0,220964,0.741,0.58,-7.741,0.378,0.153,0.0,0.109,0.428,97.092,4
4326,4326,4SLEmV2rAQ71Ts0qyDGhE8,Cecilia Krull,5ZEQjTroORCu6uWvZrdeNc,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,3.57,pop,66,2017,59.0,50674.0,214200,0.427,0.647,-8.944,0.0353,0.102,2.13e-06,0.133,0.298,99.753,4
4327,4327,2IUl3m1H1EQ7QfNbNWvgru,Vaundy,4W29WmnGN1FlufURaBt8yw,怪獣の花唄,3.75,pop,66,2020,72.0,303508.0,224806,0.425,0.939,-3.498,0.054,0.00361,0.0,0.331,0.638,150.015,4
4328,4328,6tuPdaFPIytg3l2f51L7Hw,Ziggy Alberts,5lN3gM5Q6rcHzkY6TFAslJ,Runaway,4.55,pop,66,2015,68.0,280849.0,272733,0.752,0.498,-11.936,0.0412,0.33,0.000134,0.351,0.505,109.992,4
4329,4329,3Nrfpe0tUJi4K4DXYWgMUX,BTS,3A9SFII4XAKeptsNYoXKH7,Dynamite,3.32,pop,66,2020,96.0,31623813.0,199054,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,4
4330,4330,49YbNTLaaAbZHLtDI2aPGL,Tesher,42C9YmmOF7PkiHWpulxzcq,Young Shahrukh,2.66,pop,66,2020,63.0,30205.0,159428,0.909,0.449,-9.912,0.263,0.0323,0.0,0.087,0.685,95.001,4
4331,4331,5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,6Vigp41BietH0WoFZ52JI5,All We Do,3.57,pop,66,2015,73.0,983352.0,214174,0.59,0.242,-11.724,0.0516,0.978,0.000124,0.0906,0.366,126.721,4
4332,4332,1hzfo8twXdOegF3xireCYs,Milky Chance,4XtjTuZHA6F9NIblpvpXOf,Down By The River,4.02,pop,66,2013,75.0,1480243.0,241053,0.688,0.697,-7.955,0.0485,0.753,6.21e-05,0.109,0.46,114.03,4
4333,4333,2GoeZ0qOTt6kjsWW4eA6LS,Darshan Raval,0rMeOAvbQZ2RTG4B6L1M4p,Asal Mein,3.74,pop,66,2020,72.0,2747235.0,224240,0.656,0.551,-6.43,0.0299,0.721,1.26e-06,0.0947,0.329,114.106,4
4334,4334,04gDigrS5kc9YWfZHwBETP,Maroon 5,4V9JDRqKjN8F2HWdlEDxvI,Harder To Breathe,2.89,pop,66,2002,91.0,30291109.0,173693,0.662,0.908,-4.764,0.0449,0.0506,0.0,0.0508,0.967,149.941,4
4335,4335,7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,3SxSrUogj4LpAkLKXeTtTQ,Always,3.29,pop,66,2019,81.0,2922117.0,197333,0.669,0.373,-7.349,0.0387,0.774,0.0,0.326,0.394,127.94,4
4336,4336,4tpUmLEVLCGFr93o8hFFIB,Blondie,7bOYOD0d7ByMTXvJnQVl8d,Maria,4.16,pop,66,2002,73.0,914213.0,249427,0.548,0.8,-6.926,0.0597,0.038,0.00255,0.0678,0.805,159.654,4
4337,4337,46pWGuE3dSwY3bMMXGBvVS,Rema,0SjQBdIddPvKSWxr8vk6QX,Dumebi,3.0,pop,66,2019,70.0,185512.0,179775,0.923,0.657,-5.173,0.0605,0.199,0.00407,0.108,0.734,110.015,4
4338,4338,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,1fMXWEkJpIH483OrKn1zFV,"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",2.4,pop,66,2019,87.0,20950428.0,144167,0.783,0.809,-10.0,0.221,0.0588,1e-05,0.515,0.814,140.025,4
4339,4339,0EmeFodog0BfCgMzAIvKQp,Shakira,4zy1s9GnxWsNzZp1688euA,Addicted to You,2.46,pop,66,2010,87.0,21454012.0,147480,0.891,0.809,-5.753,0.0756,0.0407,0.136,0.0743,0.967,126.023,4
4340,4340,2WX2uTcsvV5OnS0inACecP,Birdy,2Kz5qeXifBxE0zmuoVchlM,Wings,4.2,pop,66,2013,75.0,3239060.0,252107,0.474,0.707,-4.534,0.0253,0.0831,0.0,0.162,0.224,83.235,4
4341,4341,1vCWHaC5f2uS3yhpwWbIA6,Avicii,52RK8UVEDgUAgpecOpTQM3,You Make Me,3.89,pop,66,2013,85.0,19536186.0,233347,0.586,0.727,-4.799,0.039,0.00247,0.0107,0.152,0.496,124.99,4
4342,4342,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,6CLVh9sekZ1p2G8Tfhhj8h,All That Matters,3.19,pop,66,2014,100.0,44606973.0,191173,0.698,0.509,-5.798,0.0503,0.00535,0.0,0.0703,0.143,129.865,4
4343,4343,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,0S5EEpFAHcT7cm5XOASc29,Love Never Felt So Good,3.92,pop,66,2014,85.0,18138825.0,235400,0.634,0.87,-5.277,0.0362,0.083,0.0,0.18,0.514,116.967,4
4344,4344,7H55rcKCfwqkyDFH9wpKM6,Christina Perri,1x80xTzSL7pok3M5JC3oJz,human,4.18,pop,66,2014,75.0,2946853.0,250707,0.439,0.489,-6.286,0.0368,0.132,0.000643,0.114,0.253,143.808,4
4345,4345,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,4VSg5K1hnbmIg4PwRdY6wV,Shades Of Cool,5.7,pop,66,2014,89.0,12750166.0,342093,0.262,0.482,-6.863,0.0302,0.554,0.0161,0.244,0.0878,137.918,3
4346,4346,3RMHexittaAZkf8zukkZB8,Trevor Hall,0c7iF5fSBYxCuwsAv2z4iI,Green Mountain State,4.58,pop,66,2014,66.0,271493.0,274632,0.693,0.367,-11.66,0.0323,0.351,2.9e-05,0.111,0.286,129.879,4
4347,4347,2QSPrJfYeRXaltEEiriXN9,Tove Styrke,3nVpsnFAnFx3BZiZL0vzPu,Borderline,3.4,pop,66,2014,63.0,139544.0,204280,0.577,0.922,-3.339,0.0445,0.000647,0.0,0.0984,0.679,142.037,4
4348,4348,10exVja0key0uqUkk6LJRT,Vance Joy,7BVwi9cIzSc6tpyxsp47vJ,Mess Is Mine,3.73,pop,66,2014,79.0,2341085.0,223640,0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,0.272,108.043,1
4349,4349,540vIaP2JwjQb9dm3aArA4,DJ Snake,3dsyqPDiWYYilRZNBxgxHE,Magenta Riddim,3.24,pop,66,2019,83.0,7310355.0,194490,0.602,0.892,-3.66,0.0672,0.000393,0.813,0.304,0.57,102.047,4
4350,4350,06HL4z0CvFAxyc27GXpf02,Taylor Swift,0qAIiGFKLdV1xpNlEhjpq8,New Romantics,3.84,pop,66,2014,98.0,38869193.0,230467,0.633,0.889,-5.87,0.0715,0.00463,0.000458,0.0658,0.584,121.956,4
4351,4351,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,6PnluwP0fjGnpIBsqTdUTq,Pretty When You Cry,3.9,pop,66,2014,89.0,12750166.0,234147,0.509,0.547,-6.548,0.0417,0.399,0.0,0.215,0.197,109.436,4
4352,4352,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,1HOlb9rdNOmy9b1Fakicjo,#SELFIE,3.06,pop,66,2014,85.0,17734996.0,183750,0.789,0.916,-3.262,0.249,0.0135,8.09e-06,0.077,0.658,127.956,4
4353,4353,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,5lvnGiTAH9BVlJLHc0DXZz,Just A Little Bit Of Your Heart,3.88,pop,66,2014,95.0,61301006.0,232587,0.439,0.322,-5.959,0.028,0.692,0.0,0.103,0.16,77.963,4
4354,4354,6vWDO969PvNqNYHIOW5v0m,Beyoncé,7lUA4P03AhwAw40JHkdyGr,Pretty Hurts,4.29,pop,66,2014,88.0,27048881.0,257653,0.512,0.625,-6.764,0.0508,0.00308,0.000164,0.346,0.201,129.935,4
4355,4355,6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,1KIQ0RscHwxXPJUvhuO5Bl,Red Nose,3.22,pop,66,2014,70.0,746371.0,193200,0.681,0.473,-5.733,0.449,0.414,0.0,0.0794,0.766,194.826,4
4356,4356,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,6IfPyMb0Sxptpx6jBUATOS,Old Money,4.52,pop,66,2014,89.0,12750166.0,271480,0.312,0.168,-12.476,0.0332,0.888,6.59e-06,0.147,0.154,108.115,1
4357,4357,1mpOD8ZwHnbsryIuXWq0R1,Zeynep Bastık,50yfuYbSeVQd3T34aUbG7u,Boş Yapma,2.46,pop,66,2020,68.0,1123682.0,147576,0.788,0.621,-9.564,0.0828,0.19,0.000202,0.134,0.595,95.014,4
4358,4358,03cvjFEHz8eGwYHq1L0Pp2,Kaan Boşnak,0UN0qSJUnWWvIOgv3nYY2A,Barbar,3.01,pop,66,2020,66.0,489263.0,180606,0.721,0.568,-10.492,0.0267,0.258,0.0978,0.128,0.795,99.017,4
4359,4359,03cvjFEHz8eGwYHq1L0Pp2,Kaan Boşnak,0raPeXeRFHkq1vrLPw6Xj8,Seni Buldum Ya,3.89,pop,66,2020,66.0,489263.0,233454,0.542,0.653,-7.796,0.0338,0.541,0.00109,0.117,0.698,175.936,4
4360,4360,28y6CyJNkGNjJQKrlx4AmN,HRVY,3wuR0YSNdT9rgWfFi1lctv,Million Ways,2.83,pop,66,2019,72.0,1326380.0,169887,0.645,0.803,-4.819,0.034,0.0312,0.0,0.13,0.471,106.03,4
4361,4361,6X8uzem5Dbl4l2so4CeexD,Nil Moliner,2uynv2Yi23wUILfpkRFGPd,Mi Religión,3.19,pop,66,2019,68.0,125512.0,191380,0.851,0.729,-5.046,0.0275,0.267,1.21e-06,0.197,0.973,106.011,4
4362,4362,79Xp2rRN7wdsaTJgttdX3K,Cody Simpson,5y2TuOFgwlpztHlqENHQOE,golden thing,3.65,pop,66,2019,64.0,1319705.0,219300,0.375,0.282,-11.761,0.0409,0.897,0.00168,0.0952,0.295,77.656,4
4363,4363,3WwGRA2o4Ux1RRMYaYDh7N,Mariya Takeuchi,7rU6Iebxzlvqy5t857bKFq,Plastic Love,4.91,pop,66,2008,59.0,214328.0,294493,0.648,0.875,-5.141,0.034,0.0747,9.64e-05,0.196,0.857,102.517,4
4364,4364,4SqTiwOEdYrNayaGMkc7ia,LÉON,2K8elWg8ihrZRwZJ7Gy6L3,Come Home To Me,3.76,pop,66,2019,69.0,286062.0,225868,0.66,0.193,-8.904,0.0725,0.953,0.0,0.0953,0.296,82.035,4
4365,4365,6vWDO969PvNqNYHIOW5v0m,Beyoncé,1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,3.47,pop,66,2008,88.0,27048881.0,208067,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,4
4366,4366,7lbSsjYACZHn1MSDXPxNF2,Hikaru Utada,6aOoUkiQ9rLweL8IkPBN0L,Beautiful World,5.3,pop,66,2008,72.0,1931541.0,317947,0.702,0.818,-5.462,0.0311,0.0803,0.000341,0.0613,0.303,115.003,4
4367,4367,0PhqM7UAxtvWYi5j4MwxSl,Dolu Kadehi Ters Tut,0AHY9HLMYcbscA2s4KEiJc,Madem,4.11,pop,66,2019,71.0,938058.0,246809,0.642,0.805,-5.165,0.0409,0.129,1.83e-05,0.205,0.125,96.143,4
4368,4368,6DoH7ywD5BcQvjloe9OcIj,Ray LaMontagne,2fSIF8CJhoc9CJhF9vJDXp,Jolene,4.18,pop,66,2004,69.0,846154.0,250867,0.588,0.142,-15.196,0.0329,0.863,0.000162,0.0953,0.288,119.656,4
4369,4369,1FWybrAwiSa0zKibdLfZZr,Blue Foundation,3XHrTm6WE2BOHafLwTT3GR,Eyes on Fire,5.05,pop,66,2007,56.0,114908.0,302827,0.544,0.383,-10.143,0.0334,0.67,0.00204,0.125,0.367,145.025,4
4370,4370,0CVOcYvRcSvOXyuR4YGKaC,Dani Fernández,5EnaxC9amhXY55ezw87SL8,Bailemos,3.51,pop,66,2019,61.0,80104.0,210469,0.649,0.555,-4.655,0.0292,0.0616,3.45e-06,0.0874,0.607,128.009,4
4371,4371,5yV1qdnmxyIYiSFB02wpDj,The Postal Service,4G21jWo0Cm6lOIUNnZ2mUI,Such Great Heights - Remastered,4.44,pop,66,2003,58.0,462945.0,266507,0.644,0.808,-7.268,0.0513,0.0467,0.187,0.0652,0.175,174.98,4
4372,4372,2e4nwiX8ZCU09LGLOpeqTH,Laura Pausini,2FeYK41Grs7KdR9Nqoy1MK,Amores extraños - Versión 2001,4.29,pop,66,2001,73.0,1719665.0,257440,0.541,0.387,-7.334,0.031,0.618,0.0,0.0716,0.273,78.003,4
4373,4373,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,4mJDfMcT7odIUjWlb2WO4L,Baby One More Time - Recorded at Spotify Studios New York City,2.95,pop,66,2017,92.0,78900234.0,177215,0.792,0.307,-6.224,0.0522,0.189,0.0,0.0834,0.631,104.511,4
4374,4374,4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,6UIxGIqWlO5wsddY44AV1R,Naked as We Came,2.54,pop,66,2004,69.0,950600.0,152613,0.386,0.205,-16.699,0.0366,0.653,0.0448,0.106,0.623,172.373,4
4375,4375,5qRSs6mvI17zrkJpOHkCoM,iKON,1IbpTcFDHRD87cGQOhVCDP,KILLING ME,3.23,pop,66,2019,70.0,2965837.0,193734,0.762,0.672,-5.277,0.073,0.463,0.0,0.205,0.507,128.001,4
4376,4376,6vWDO969PvNqNYHIOW5v0m,Beyoncé,3ERa3mEeOnrh2Mc47qM6T1,Halo,4.36,pop,66,2008,88.0,27048881.0,261640,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,4
4377,4377,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,4z1O25cq9g2kuJemmUxc21,Small Bump,4.32,pop,66,2011,92.0,78900234.0,259413,0.81,0.436,-12.683,0.0717,0.689,0.000151,0.11,0.446,119.973,4
4378,4378,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,1XpYodsD36XN7ygcdF7mJJ,The A Team,4.31,pop,66,2011,92.0,78900234.0,258373,0.642,0.289,-9.918,0.0367,0.669,0.0,0.18,0.407,84.996,4
4379,4379,21UJ7PRWb3Etgsu99f8yo8,Stereophonics,6JWddKPdqvDc2WkPEi9grC,Have A Nice Day,3.42,pop,66,2001,68.0,1135365.0,205067,0.508,0.826,-4.088,0.0405,0.018,0.0,0.28,0.404,120.854,4
4380,4380,6zZrFenNe3YPttxZsnQQs1,Akhil,0a6zRnrjmaOcqsEIFkXIhw,Khaab,3.36,pop,66,2016,64.0,1267087.0,201689,0.662,0.661,-5.689,0.0514,0.417,0.0,0.0784,0.222,80.009,4
4381,4381,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,7x46YkKAwp3yZpaa72n5Mu,Stubborn Love,4.65,pop,66,2012,80.0,4235709.0,279000,0.596,0.544,-11.759,0.0362,0.604,0.017,0.262,0.262,115.022,4
4382,4382,46CitWgnWrvF9t70C2p1Me,Daughter,4TxJQDtvYHJcOBH6ONi6q2,Medicine,4.32,pop,66,2012,69.0,1162593.0,258973,0.166,0.298,-12.439,0.032,0.106,0.206,0.572,0.207,78.437,5
4383,4383,6i3DxIlAqnDkwELLw4aVrx,Lele Pons,33zcmmElV1YbRZe57biUjg,Celoso,2.99,pop,66,2018,72.0,704670.0,179693,0.746,0.703,-4.179,0.107,0.352,0.0,0.331,0.667,166.043,4
4384,4384,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,7lXOqE38eCr979gp27O5wr,If I Knew,2.21,pop,66,2012,93.0,29899101.0,132640,0.522,0.413,-5.86,0.0316,0.722,0.0,0.0854,0.49,175.972,3
4385,4385,2oX42qP5ineK3hrhBECLmj,Andy Grammer,4wTChU0tU44TAMC0xcQizi,Fine By Me,2.88,pop,66,2011,77.0,930554.0,172893,0.583,0.791,-4.087,0.0318,0.00877,0.0,0.0451,0.878,89.993,4
4386,4386,2wY79sveU1sp5g7SokKOiI,Sam Smith,3yb2hJ1kKDEhLo3qfw7zlr,How Will I Know,3.87,pop,66,2015,88.0,16141960.0,232235,0.426,0.132,-12.346,0.0787,0.945,0.0,0.0809,0.283,85.039,4
4387,4387,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,0WSTInLqMrT9po0LAHpZCJ,UN Village,3.93,pop,66,2019,74.0,1835502.0,235509,0.674,0.589,-3.806,0.112,0.267,0.0,0.312,0.577,83.985,4
4388,4388,0PhqM7UAxtvWYi5j4MwxSl,Dolu Kadehi Ters Tut,5IaqRI0FLDMOdeSIMCNSCB,Yapma N'olursun,2.97,pop,66,2015,71.0,938058.0,178364,0.666,0.313,-10.555,0.0351,0.88,0.000457,0.107,0.364,99.967,4
4389,4389,5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,3sZfQB5uYTJmA4QnB8dv7P,White Blood,4.29,pop,66,2015,73.0,983352.0,257427,0.477,0.229,-14.402,0.0555,0.845,0.000446,0.196,0.0819,131.28,4
4390,4390,2feDdbD5araYcm6JhFHHw7,Labrinth,1ZdhOMWyFR8Iv9eylMGYg2,Mount Everest,2.62,pop,66,2019,82.0,1583615.0,157497,0.494,0.428,-7.239,0.203,0.233,0.0752,0.0816,0.441,87.723,4
4391,4391,0i5iO6icb7kxg48thi9gBM,Manuel Medrano,5XXxxfDWGvI6OaXPEniklV,Quédate,3.07,pop,66,2015,72.0,1600567.0,183927,0.828,0.411,-8.781,0.105,0.0767,3.84e-06,0.0992,0.621,140.043,4
4392,4392,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,0Z7508iU5JfWqO3sR4Vbzm,California Sober,3.09,pop,66,2021,89.0,19543911.0,185698,0.34,0.783,-4.548,0.069,0.00859,0.0,0.0546,0.389,82.343,4
4393,4393,5TnQc2N1iKlFjYD7CPGvFc,DAY6,3cl6BsTDeeGRbgug5TXrvg,Shoot Me,2.93,pop,66,2018,73.0,2132701.0,175837,0.583,0.916,-1.396,0.149,0.0683,0.0,0.0489,0.732,167.933,4
4394,4394,2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,2JVwsN6viHjR9t5pCPQ4Br,Pretty Shining People,3.54,pop,66,2018,76.0,3421047.0,212447,0.584,0.726,-4.604,0.0371,0.14,0.0,0.0984,0.398,106.979,4
4395,4395,04gDigrS5kc9YWfZHwBETP,Maroon 5,3h4T9Bg8OVSUYa6danHeH5,Animals,3.85,pop,66,2015,91.0,30291109.0,231013,0.279,0.742,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,4
4396,4396,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,1LoriJC05IrHIDwj3q0KC1,Hands To Myself,3.34,pop,66,2015,89.0,26692413.0,200680,0.811,0.499,-7.161,0.118,0.0147,2.44e-06,0.342,0.466,111.016,4
4397,4397,5MspMQqdVbdwP6ax3GXqum,Annie Lennox,32YHCNItnCdiYaPbw0uTo8,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",3.51,pop,66,2015,75.0,1004303.0,210520,0.563,0.383,-7.544,0.0322,0.283,2.59e-06,0.127,0.357,173.984,3
4398,4398,3kVUvbeRdcrqQ3oHk5hPdx,Grouplove,1F5A4LpF8ylUVtPoMAvNvn,Raspberry,3.27,pop,66,2013,73.0,985688.0,196027,0.492,0.779,-5.022,0.0498,0.0292,0.0,0.129,0.445,104.966,4
4399,4399,4k5fFEYgkWYrYvtOK3zVBl,BOL4,4gMPlHHAjOQnUrhsuqHivn,To My Youth,3.71,pop,66,2017,67.0,1035846.0,222680,0.424,0.564,-4.619,0.0563,0.685,0.0,0.292,0.441,173.334,4
4400,4400,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,6Ju28M6P8Y8sLjBgWjyUUD,Hunger,3.58,pop,66,2018,77.0,5539543.0,214667,0.729,0.675,-5.62,0.0415,0.53,0.0,0.0985,0.332,116.016,4
4401,4401,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,2PkQeKapTNUjwpKLf8aJlq,Out of My League,3.65,pop,66,2001,60.0,116563.0,218800,0.57,0.317,-10.055,0.0285,0.96,0.00659,0.0979,0.4,92.642,3
